꠲ North Indic Fraction Three Quarters
꠸ North Indic Rupee Mark
꠳ North Indic Fraction One Sixteenth
꠹ North Indic Quantity Mark
꠴ North Indic Fraction One Eighth
꠵ North Indic Fraction Three Sixteenths
꠰ North Indic Fraction One Quarter
꠶ North Indic Quarter Mark
꠱ North Indic Fraction One Half
꠷ North Indic Placeholder Mark
