ꭋ Latin Small Letter Script R
ꬶ Latin Small Letter Script G With Crossed-Tail
ꭠ Latin Small Letter Sakha Yat
ꭌ Latin Small Letter Script R With Ring
ꬷ Latin Small Letter L With Inverted Lazy S
ꭡ Latin Small Letter Iotified E
ꭍ Latin Small Letter Baseline Esh
ꬸ Latin Small Letter L With Double Middle Tilde
ꭢ Latin Small Letter Open Oe
ꭎ Latin Small Letter U With Short Right Leg
ꬹ Latin Small Letter L With Middle Ring
ꭣ Latin Small Letter Uo
ꭏ Latin Small Letter U Bar With Short Right Leg
ꬺ Latin Small Letter M With Crossed-Tail
ꭤ Latin Small Letter Inverted Alpha
ꭐ Latin Small Letter Ui
ꬻ Latin Small Letter N With Crossed-Tail
ꭥ Greek Letter Small Capital Omega
ꭑ Latin Small Letter Turned Ui
ꬼ Latin Small Letter Eng With Crossed-Tail
ꭦ Latin Small Letter Dz Digraph With Retroflex Hook
ꭒ Latin Small Letter U With Left Hook
ꬽ Latin Small Letter Blackletter O
ꭧ Latin Small Letter Ts Digraph With Retroflex Hook
ꭓ Latin Small Letter Chi
ꬾ Latin Small Letter Blackletter O With Stroke
ꭔ Latin Small Letter Chi With Low Right Ring
ꬿ Latin Small Letter Open O With Stroke
ꭕ Latin Small Letter Chi With Low Left Serif
ꭀ Latin Small Letter Inverted Oe
ꭖ Latin Small Letter X With Low Right Ring
ꭁ Latin Small Letter Turned Oe With Stroke
ꭗ Latin Small Letter X With Long Left Leg
ꭟ Modifier Letter Small U With Left Hook
ꭂ Latin Small Letter Turned Oe With Horizontal Stroke
ꭘ Latin Small Letter X With Long Left Leg And Low Right Ring
ꭃ Latin Small Letter Turned O Open-O
ꭙ Latin Small Letter X With Long Left Leg With Serif
ꭄ Latin Small Letter Turned O Open-O With Stroke
ꬰ Latin Small Letter Barred Alpha
ꭚ Latin Small Letter Y With Short Right Leg
ꭅ Latin Small Letter Stirrup R
ꬱ Latin Small Letter A Reversed-Schwa
꭛ Modifier Breve With Inverted Breve
ꭆ Latin Letter Small Capital R With Right Leg
ꬲ Latin Small Letter Blackletter E
ꭜ Modifier Letter Small Heng
ꭇ Latin Small Letter R Without Handle
ꬳ Latin Small Letter Barred E
ꭝ Modifier Letter Small L With Inverted Lazy S
ꭈ Latin Small Letter Double R
ꬴ Latin Small Letter E With Flourish
ꭞ Modifier Letter Small L With Middle Tilde
ꭉ Latin Small Letter R With Crossed-Tail
ꬵ Latin Small Letter Lenis F
ꭊ Latin Small Letter Double R With Crossed-Tail
