🏻 1–2 kaq, chuya qara niraq, qara niraq
🏼 3 kaq, qara niraq, tunpa chuya qara niraq
🏽 4 kaq, qara niraq, tunpa qara niraq
🏾 5 kaq, qara niraq, tunpa yana qara niraq
🏿 6 kaq, qara niraq, yana qara niraq
! qapariq yupiy
? tapukuna, tapukuna yupiy
* asterisco
∗ quyllur
⊕ yapana
😀 kusi, kusisqa uya, uya
😃 kichay, kusi, kusisqa uya hatun ñawikunawan, simi, uya
😄 kichay, kusi, kusisqa uya kusisqa ñawikunawan, ñawi, simi, uya
😁 asiy, kancharisqa uya kusisqa ñawikunawan, kusi, kʼancharisqa uya kusisqa ñawikunawan, ñawi, uya
😆 asisqa, asiy, kusisqa uya wichqasqa ñawikunawan, munasqa, simi, uya
😅 asiy, chiri, kichay, kusisqa uya sutʼuwan, sutʼu, uya
🤣 hallpʼa, kusi, muyusqa, muyusqa kusi hallpʼapi, muyusqa kusi jallpʼapi, uya
😂 kusi, kusisqa, kusisqa uya wiqikunawan, uya, wiqi
🙂 kusi, pisi kusisqa uya, uya
🙃 tikrasqa, uya
😉 chʼirmi, chʼirmi ya, uya
😊 kusi, kusisqa uyata kusisqa ñawikunawan, ñawi, pʼinqakuy, uya
😇 angel, aureola, fantasia, juchannaq, kusisqa uya aureolawan, uya
🥰 kusisqa uya sunqukunawan, munanakuy, munasqa, munay, sunqukuna
😍 kusi, kusisqa uya sunqukunawan ñawikunapi, munay, ñawi, uya
🤩 kusisqa, ñawikuna, quyllur, quyllur añasqa, uya
😘 muchʼa, uya, uya chʼamqasqa huk muchʼata
😗 muchʼa, muchʼasqa uya, uya
☺ chiqchisqa uya, kusi, kusisqa uya, samasqa, siqisqa, uya
😚 muchʼa, muchʼasqa uyata wichqasqa ñawikunawan, ñawi, uya, wichqasqa
😙 muchʼa, muchʼasqa uyata kusisqa ñawikunawan, ñawi, uya
🥲 apuskachaq, chhallachasqa, kusisqa, kusisqa uya wiqiwan, kusisqa uya wiwiwan, llamkhasqa, pachi, wiqi
😋 kusi, mikhuchkan, mikhusqa mikhuna, miskʼi, mmm, uya, uya mikhusqa mikhuna
😛 qallu, uya, uya qalluwan
😜 asina, chʼirmi, chʼirmi uya qalluwan, ñawi, qallu, uya
🤪 hatun, huchuy, ñawi, waqʼa, waqʼa uya
😝 mikhuy, millana wichqasqa ñawikuna qalluwan, ñawi, qallu, uya, wichqasqa ñawikuna qalluwan
🤑 qallu, qullqi, qullqi simi uya, simi qullqiwan uya, uya
🤗 mak’alli, mak’allisqa, uya, ya makʼalliwan
🤭 ups, uya makiwan simipi
🤫 ch’in uya, chʼin, chʼin uya, ñañiq
🤔 uya, yuyasqa
🤐 simi, uya, uya ziper simipi, ziper
🤨 eseptico, mana iñisqa, uya wichasqa qhiñipa, uya wichqasqa qhiñipa
😐 chʼusaq uya, kikin, neural, uh, uya
😑 eh, mana expresioniyuq, mana rimasqa uya, uya, wañusqa
😶 chʼin, ñañiq, simi, uya, uya mana simiyuqwan
😶‍🌫 chaqrusqa uya, payu, phuñusqa uma, uya phuyukunapi
😏 kʼaskikachay, kʼaskiskachasqa uya, uya
😒 llakisqa, mana kusisqa, mana kusisqa uya, uya
🙄 muyusqa, muyuy, ñawikuna, uya, uya muyusqa ñawikunawan
😬 muesca, uya, uya muecaswan, uya muescaswan
😮‍💨 anchhiy, ansaqiy, jinchuy, llamsayay, samay, uya samachkan
🤥 llullakusqa uya, llullakuy, pinocho, uya
😌 llamsayasqa, uya
😔 usphu, uya, yuyaspa
😪 puñuy, uya, uya puñuywan
🤤 llawsasuru, uyu
😴 puñusqa uya, puñuy, uya, zzz
😷 barbijo, chiri, hampiq, unqusqa, uya, uya barbijiwan, uya barbijowan
🤒 termometro, termometrowan uya, unqusqa, unquy, uya
🤕 kʼiri, kʼirisqa, uya, uya manku umawan, venda
🤢 ñat’isqa, ñatʼisqa uya, q’ipna, uya
🤮 q’ipina uya, qʼipina, qʼipina uya, unqusqa
🤧 gesundheit, jachisqa uya, jachiy, uya
🥵 fiebre, jumpʼi, puka uya, qʼuñi, qʼuñi uya, ruphay
🥶 anqas uya, chhullunkaa, chiri, chiri uy, chiri uya, khutu, khutuy
🥴 intoxicado, machasqa, muyu muyu, qinquykachasqa simi, uma muyuy, wistʼu ñawikuna
😵 takasqa uya, uya, wañuy
😵‍💫 espiral, hipnotizado, muyu muyu, sasachay, uya espiral ñawikunawan, wow
🤯 luqlu yuyay, mancharisqa, p’akisqa uma, pʼakisqa uma
🤠 baquera, baquero, baquero uya chukuwan, chuku, uya
🥳 chuku, jarana, qʼuchukusqa uya, raymi, waqra
🥸 lentekuna, mana riqsiqisqa, pakasqa, sinqa, uya
😎 allinlla, inti, kusisqa uya lenteswan, kʼanchay, lentes de sol nisqa, uya
🤓 friki, uya, yuyaq
🧐 maskasqa, uya monoculowan
😕 chaqrusqa uya, eh, uya
😟 llakisqa, uya
🙁 llaki, pisi llakisqa uya, uya
☹ sipʼusqa uya, sipʼuy, uya
😮 kichay, kʼacha, simi, uya, uya kichasqa simiwan
😯 chʼin kasqa uya, kakka, manchachisqa, p’inqakusqa, uya
😲 añasqa, chaqrusqa, llapan, uya
😳 kuyusqa, p’inqakusqa, pʼinqakusqa uya, uya
🥺 khuyakuy, llullu uya, uyllasqa uya, uyllay
