{ klammeparentes, krøllparentes, parentes, startparentes, startsløyfeparentes
‾ overline, vinculum
- bindestrek-minus-teikn
– bindestrekar, en-dash, halvgefirt, tankestrek
— bindestrekar, em-dash, gefirt, lang tankestrek
― strek, vassrett strek, vassrett. strek
! utropsteikn
¡ opp-ned utropsteikn, utropsteikn
? spørsmål, spørsmålsteikn
¿ opp-ned spørsmålsteikn, spørsmål, spørsmålsteikn
؟ arabisk spørsmålsteikn, spørsmål, spørsmålsteikn
‽ interabang, interrobang
… ellipse, tre prikkar, utelating
' enkelt rett hermeteikn, sitatteikn
‘ enkelt krøllete venstre hermeteikn, sitatteikn, smart hermeteikn, start sitat
’ enkelt krøllete høgre hermeteikn, sitat slutt, sitatteikn, smart hermeteikn
‚ enkelt krøllete lågt venstre hermeteikn, sitatteikn, smart hermeteikn, start sitat
“ dobbelt krøllete venstre hermeteikn, sitatteikn, smart hermeteikn, start sitat
” dobbelt krøllete høgre hermeteikn, sitat slutt, sitatteikn, smart hermeteikn
„ dobbelt krøllete lågt venstre hermeteikn, sitatteikn, smart hermeteikn, start sitat
« hermeteikn, sitat start, sitatteikn, sjevron, venstre hermeteikn
» hermeteikn, høgre hermeteikn, sitat slutt, sitatteikn, sjevron
) bogeparentes, parentes, sluttparentes
[ firkantparentes, klammeparentes, parentes, starthakeparentes, startparentes
] firkantparentes, klammeparentes, parentes, slutthakeparentes, sluttparentes
} klammeparentes, krøllparentes, parentes, sluttparentes, sluttsløyfeparentes
〈 parentes, spissparentes, startparentes, startvinkelparentes, vinkelparentes
〉 parentes, sluttparentes, sluttvinkelparentes, spissparentes, vinkelparentes
《 dobbel startvinkelparentes, dobbelparentes, parentes, spissparentes, startparentes, vinkelparentes
》 dobbel sluttvinkelparentes, dobbelparentes, parentes, sluttparentes, spissparentes, vinkelparentes
「 hjørneparentes, parentes, starthjørneparentes, startparentes
」 hjørneparentes, parentes, slutthjørneparentes, sluttparentes
『 hjørneparentes, hol parentes, hol starthjørneparentes, parentes, startparentes
』 hjørneparentes, hol parentes, hol slutthjørneparentes, parentes, sluttparentes
【 fylt parentes, linseparentes, parentes, startparentes, svart parentes, svart startlinseparentes
】 fylt parentes, linseparentes, parentes, sluttparentes, svart parentes, svart sluttlinseparentes
〔 parentes, skjelpaddeskal, skjelpaddeskalparentes, startparentes
〕 parentes, skjelpaddeskal, skjelpaddeskalparentes, sluttparentes
〖 hol parentes, hol startlinseparentes, linseparentes, parentes, startparentes
〗 hol parentes, hol sluttlinseparentes, linseparentes, parentes, sluttparentes
§ avsnittssteikn, del, paragraf, paragrafteikn, signum sectionis
¶ avsnittsteikn
@ alfakrøll, at-teikn, krøllalfa
* asterisk, jokerteikn, stjerne
& ampersand, eit, eit-teikn, og, og-teikn
# emneknagg, firkant, hashtagg, nummerteikn, skigard
% prosent, prosentteikn
‰ promille, promilleteikn
† kross, krossteikn, latinsk kross
‡ dobbel kross, dobbelkrossteikn
• prikk, punkt, punktliste, punktteikn
‧ bindestrek, interpunkt, prikk, punkt, stavingsmerke
′ primteikn
″ dobbel primteikn, dobbelt primteikn
‴ trippelt primteikn
‸ innsetjingsteikn
⁂ asterisme, dinkus, stjerner
