{ aaltosulje, aaltosulku, alkava, sulje, sulkeet, sulkumerkki, vasen aaltosulje
🏻 emojin muokkaus, fitzpatrick, iho, sävy, vaalea iho
🏼 emojin muokkaus, fitzpatrick, iho, keskivaalea iho, sävy
🏽 emojin muokkaus, fitzpatrick, iho, keskisävyinen iho, sävy, tummanvaalea iho
🏾 emojin muokkaus, fitzpatrick, iho, keskitumma iho, sävy
🏿 emojin muokkaus, fitzpatrick, iho, sävy, tumma iho
‾ ylleviivaus
_ alaviiva, viiva
- miinus, miinusviiva, tavuviiva, viiva
‐ tavuviiva, yhdysviiva
– ajatusviiva, lyhyt ajatusviiva, n-viiva, viiva
— ajatusviiva, m-viiva, pitkä ajatusviiva, viiva
― tavuviiva, vaakaviiva, väliviiva, viiva
・ katakana, keskipiste, pisteet, välipiste
, desimaalierotin, pilkku
، arabialainen, pilkku
、 ideografinen, pilkku
; puolipiste
؛ arabialainen, puolipiste
: kaksoispiste
! huudahdus, huutomerkki, pamaus, parahdus
¡ huudahdus, huutomerkki, käänteinen, pamaus
? kysymys
¿ käänteinen, kysymys, kysymysmerkki
؟ arabialainen, kysymys, kysymysmerkki
‽ kysymys-huutomerkki
. piste
… ellipsi, kolme pistettä, pistekolmikko
。 ideografinen, piste, ympyrä
· piste, piste keskellä, rivinkeskinen piste
' heittomerkki, koneheittomerkki, lainaus, puolilainausmerkki
‘ apostrofi, heittomerkki, lainaus, puolilainausmerkki, vasen heittomerkki
’ apostrofi, heittomerkki, lainaus, oikea heittomerkki, puolilainausmerkki
‚ alaheittomerkki, apostrofi, lainaus, oikea alaheittomerkki
“ heittomerkki, lainaus, lainausmerkki, vasen lainausmerkki
” heittomerkki, lainaus, lainausmerkki, oikea lainausmerkki
„ alalainausmerkki, kokolainausmerkki, lainaus, oikea alalainausmerkki
« kaksoisnuoli, kulma, kulmalainausmerkki, lainausmerkki, poisjääntimerkit, vasen
» kaksoisnuoli, kulma, kulmalainausmerkki, lainausmerkki, oikea, poisjääntimerkit
) kaarisulje, kaarisulku, oikea kaarisulje, sulje, sulkeet, sulkeva, sulkumerkki, sulut
[ alkava, hakasulje, hakasulku, sulje, sulkeet, sulkumerkki, vasen hakasulje
] hakasulje, hakasulku, oikea hakasulje, sulje, sulkeet, sulkeva, sulkumerkki
} aaltosulje, aaltosulku, alkava, oikea aaltosulje, sulje, sulkeet, sulkumerkki
〈 alkava, kulmasulje, kulmasulku, sulje, sulkeet, sulkumerkki, vasen kulmasulje
〉 kulmasulje, kulmasulku, oikea kulmasulje, sulje, sulkeet, sulkeva, sulkumerkki
《 alkava, kaksoiskulmasulje, kaksoiskulmasulku, sulje, sulkeet, sulkumerkki, vasen kaksoiskulmasulje
》 kaksoiskulmasulje, kaksoiskulmasulku, oikea kaksoiskulmasulje, sulje, sulkeet, sulkeva, sulkumerkki
「 alkava, nurkkasulje, nurkkasulku, sulje, sulku, sulkumerkki, vasen nurkkasulje
」 nurkkasulje, nurkkasulku, oikea nurkkasulje, sulje, sulkeva, sulku, sulkumerkki
『 alkava, ontto nurkkasulje, ontto nurkkasulku, sulje, sulku, sulkumerkki, vasen ontto nurkkasulje
』 oikea ontto nurkkasulje, ontto nurkkasulje, ontto nurkkasulku, sulje, sulkeva, sulku, sulkumerkki
【 alkava, musta linssisulje, musta linssisulku, sulje, sulku, sulkumerkki, vasen musta linssisulje
】 musta linssisulje, musta linssisulku, oikea musta linssisulje, sulje, sulkeva, sulku, sulkumerkki
〔 alkava, sulje, sulkeet, sulkumerkki, tylppäkulmainen hakasulje, tylppäkulmainen hakasulku, vasen tylppäkulmainen hakasulje
〕 oikea tylppäkulmainen hakasulje, sulje, sulkeet, sulkeva, sulkumerkki, tylppäkulmainen hakasulje, tylppäkulmainen hakasulku
〖 alkava, ontto linssisulje, ontto linssisulku, sulje, sulku, sulkumerkki, vasen ontto linssisulje
〗 oikea ontto linssisulje, ontto linssisulje, ontto linssisulku, sulje, sulkeva, sulku, sulkumerkki
§ kappale, osa, pykälämerkki
¶ alinea, kapp., kappale, kappaleen merkki, kappalemerkki
@ ät-merkki, kissanhäntä, miukumauku
* asteriski, tähti, tähtimerkki
/ kauttaviiva, vino, vinoviiva
\ käänteinen kauttaviiva, kenoviiva
& et, et-merkki, ja
# hashtag, lb, numero, pauna, ristikko, ristikkomerkki
% prosentti
‰ promille
† risti, ristimerkki
‡ kaksoisristi, kaksoisristimerkki, risti, ristimerkki
• luetelmapallo, luettelomerkki, piste
‧ tavu, tavupiste, väli, viiva
′ yläpuolinen indeksointipilkku
″ kaksinkertainen yläpuolinen indeksointipilkku, yläpuolinen indeksointipilkku
‴ kolminkertainen yläpuolinen indeksointipilkku, yläpuolinen indeksointipilkku
‸ poisjääntimerkki
※ viitemerkki
⁂ asterismi, kolme tähteä
` gravis, tarke
´ akuutti, tarke
^ hattu, sirkumfleksi, tarke, ylöspäin osoittava nuolenkärki
¨ diereesi, treema, umlaut
° aste, tunti, vastaavuus
℗ ääni, äänite, äänitteen tekijänoikeus, tekijänoikeus
← nuoli, vasemmalle, vasemmalle osoittava nuoli
→ nuoli, oikealle, oikealle osoittava nuoli
↑ nuoli, ylös, ylös osoittava nuoli
↓ alas, alas osoittava nuoli, nuoli
↯ siksak
⇅ alas, nuoli, ylös, ylös ja alas osoittavat nuolet
⇆ nuolet vasemmalle ja oikealle päällekkäin, nuoli, oikealle, vasemmalle
∂ differentiaali, osittaisderivaatta
∃ eksistenssikvanttori, on olemassa
∅ joukko-operaattori, matematiikka, tyhjä joukko
∆ kolmio, lisäys
∇ kolmio, nabla
∈ jäsenyys, joukko, kuuluu joukkoon, osa, sisältää
∉ ei kuulu joukkoon
∑ matematiikka, summa
+ lisätä, plus, plusmerkki, summa
± plus-miinus, plus-miinusmerkki
÷ jaa, jakolasku, jakolaskumerkki, jakomerkki
× kerro, kertaa, kertolasku, kertolaskumerkki, kertomerkki
< kulmasulje, pienemmyysmerkki, pienempi kuin, vasen kulmasulje
= yhtä suuri kuin, yhtäsuuruusmerkki
≠ epäyhtäläisyys, epäyhtäläisyysmerkki, eri suuri kuin, erisuuruusmerkki
> kulmasulje, oikea kulmasulje, suuremmuusmerkki, suurempi kuin
¬ negaatio, vastakohta
| jakaa, palkki, putki, pystyviiva, Shefferin viiva, vbar, viiva
~ aaltoviiva, tilde
− erotus, miinus, miinusmerkki, vähentää
⁻ miinus, yläindeksi
∓ miinus tai plus, plus-miinus
∗ asteriski­operaat­to­ri, tähti
√ juuri, juurilauseke, kantaluku, neliö, neliöjuuri, sievennys
∞ ääretön, äärettömän merkki, äärettömyys, aina, ikuinen, rajaton, universaali
∩ joukko, leikkaus
∪ joukko, kokoelma, yhdiste
∫ differentiaali- ja integraalilaskenta, integraali
∼ operaattori, tildeoperaattori
∽ aaltoviiva, käänteinen tilde
≈ likiarvo, likimäärä, likimäärin yhtä suuri, likimäärin yhtä suuri kuin
≡ identtinen, kolminkertainen, sama, sama kuin
≤ epäyhtäläisyys, pienempi kuin, pienempi tai yhtä suuri kuin, yhtä suuri, yhtäsuuruus
≥ epäyhtäläisyys, suurempi kuin, suurempi tai yhtä suuri kuin, yhtä suuri, yhtäsuuruus
⊂ joukko, on osajoukko, osajoukko
⊆ on osajoukko, osajoukko
