{ เครื่องหมายปีกกา, ปีกกา, วงเล็บ, วงเล็บปีกกา, วงเล็บปีกกาเปิด
🏻 โทนผิวสีขาว, โทนสีผิว, ผิวโทน 1–2
🏼 โทนผิวสีขาวเหลือง, โทนสีผิว, ผิวโทน 3
🏽 โทนผิวสีเหลือง, โทนสีผิว, ผิวโทน 4
🏾 โทนผิวสีแทน, โทนสีผิว, ผิวโทน 5
🏿 โทนผิวสีเข้ม, โทนสีผิว, ผิวโทน 6
‾ ขีดบน
_ ขีดกลาง, ขีดล่าง, ขีดเส้นใต้, สัญประกาศ, เส้น, เส้นใต้
- ขีดกลาง, เครื่องหมายลบ, ยัติภังค์, ยัติภังค์-เครื่องหมายลบ
‐ ยัติภังค์, เส้นประ
– ขีดกลาง, ขีดสั้น, เส้นประสั้น
— ขีดกลาง, ขีดยาว, เส้นประยาว
― ขีดกลาง, บาร์, เส้น, เส้นแนวนอน
・ คาตะคานะ, จุด, จุดกลาง, จุดกลางของคาตะคานะ, จุดตรงกลาง
, จุลภาค
، จุลภาค, จุลภาคแบบอารบิก, อารบิก
、 จุลภาค, อักษรภาพ, อักษรภาพจุลภาค
; อัฒภาค
؛ อัฒภาค, อัฒภาคแบบอารบิก, อารบิก
: ทวิภาค
! การอุทาน, เครื่องหมายอัศเจรีย์, ปัง
¡ กลับหัว, การอุทาน, เครื่องหมายตกใจ, เครื่องหมายอัศเจรีย์, เครื่องหมายอัศเจรีย์กลับหัว, ปัง
? คำถาม, เครื่องหมายปรัศนี
¿ กลับหัว, คำถาม, เครื่องหมายปรัศนี, เครื่องหมายปรัศนีกลับหัว
؟ คำถาม, เครื่องหมายปรัศนี, เครื่องหมายปรัศนีแบบอารบิก, อารบิก
‽ อินเทอร์โรแบง
. เครื่องหมายจุด, จุด, มหัพภาค
… จุดไข่ปลา, จุดหลายจุด, เอลลิปซิส
。 จุด, มหัพภาค, อักษรภาพ, อักษรภาพมหัพภาค
· กลาง, จุด, จุดกลาง, จุดตรงกลาง
' เครื่องหมายคำพูดเดี่ยว, อัญประกาศ, อัญประกาศเดี่ยว, อัญประกาศเดี่ยวแบบพิมพ์ดีด
‘ เครื่องหมายคำพูดเดี่ยว, อัญประกาศ, อัญประกาศเดี่ยว, อัญประกาศเปิดเดี่ยว, อัญประกาศอัจฉริยะ
’ เครื่องหมายคำพูดเดี่ยว, อัญประกาศ, อัญประกาศเดี่ยว, อัญประกาศปิดเดี่ยว, อัญประกาศอัจฉริยะ
‚ อัญประกาศ, อัญประกาศเดี่ยว, อัญประกาศเดี่ยวล่าง, อัญประกาศปิดเดี่ยวล่าง
“ เครื่องหมายคำพูด, เครื่องหมายอัญประกาศเปิด, อัญประกาศ, อัญประกาศคู่, อัญประกาศอัจฉริยะ
” เครื่องหมายคำพูด, เครื่องหมายอัญประกาศปิด, อัญประกาศ, อัญประกาศคู่, อัญประกาศอัจฉริยะ
„ เครื่องหมายคำพูด, เครื่องหมายอัญประกาศปิดล่าง, อัญประกาศ, อัญประกาศคู่, อัญประกาศล่าง, อัญประกาศอัจฉริยะ
« กิลเลอเมตเปิด, เครื่องหมายตก, เครื่องหมายอ้างอิง, บั้ง, เปิด, มุม, วงเล็บ
» กิลเลอเมตปิด, เครื่องหมายตก, เครื่องหมายอ้างอิง, บั้ง, ปิด, มุม, วงเล็บ
) นขลิขิต, วงเล็บ, วงเล็บโค้ง, วงเล็บปิด, วงเล็บเหลี่ยม
[ วงเล็บตะขอ, วงเล็บสี่เหลี่ยม, วงเล็บเหลี่ยม, วงเล็บเหลี่ยมเปิด
] วงเล็บตะขอ, วงเล็บสี่เหลี่ยม, วงเล็บเหลี่ยม, วงเล็บเหลี่ยมปิด
} เครื่องหมายปีกกา, ปีกกา, วงเล็บ, วงเล็บปีกกา, วงเล็บปีกกาปิด
〈 ทูเพิล, บั้ง, วงเล็บ, วงเล็บมุม, วงเล็บมุมเปิด, วงเล็บสามเหลี่ยม, วงเล็บแหลม
〉 ทูเพิล, บั้ง, วงเล็บ, วงเล็บมุม, วงเล็บมุมปิด, วงเล็บสามเหลี่ยม, วงเล็บแหลม
《 วงเล็บ, วงเล็บมุมเปิดสองชั้น, วงเล็บมุมสองชั้น
》 วงเล็บ, วงเล็บมุมปิดสองชั้น, วงเล็บมุมสองชั้น
「 วงเล็บ, วงเล็บตะขอ, วงเล็บตะขอเปิด
」 วงเล็บ, วงเล็บตะขอ, วงเล็บตะขอปิด
『 วงเล็บ, วงเล็บตะขอโปร่ง, วงเล็บตะขอโปร่งเปิด
』 วงเล็บ, วงเล็บตะขอโปร่ง, วงเล็บตะขอโปร่งปิด
