🧒 zarok
👧 keç
🧑 kes
👨 mêr
👩 jin
🐵 meymûn, rû, rûyê meymûnê
🐒 heywan, meymûn
🦍 gorîl, heywan
🐶 heywan, kûçik, rû, rûyê kûçikê
🐕 heywan, kûçik
🍇 fêkî, tirî
🍉 fêkî, zebeş
🍋 lîmon
🍌 fêkî, mûz
🥭 mango
🍎 fêkî, sêv, sêva sor, sor
🍏 fêkî, kesk, sêv, sêva kesk
🍐 fêkî, hirmî
🍑 fêkî, xox
🍒 gêraz
🍅 firengî, riwek, sebze
🥥 giwêza hindê
🥑 avokado, fêkî, xwarin
🍆 balîcan, sebze
🥔 kartol
🏠 E416
