{ figuraly skobka, ganatly ýaý, şekilli ýaý, şekilli ýaýy açmak, skobka, ýaý
🏻 açyk deri reňki, deri reňki, görnüş 1–2
🏼 deri reňki, görnüş 3, orta açyk deri reňki
🏽 deri reňki, görnüş 4, orta deri reňki
🏾 deri reňki, görnüş 5, orta goýy deri reňki
🏿 deri reňki, görnüş 6, goýy deri reňki
‾ artykmaç iş, çyzyk
_ aşagyny çyzmak, aşaky çyzyk, aşaky kese çyzyk, aşaky tire, çyzyk, tire
- aýyrmak, defis, defis - aýyrmak, tire
‐ defis, tire
– gysga, gysga kese çyzyk, kese çyzyk
— kese çyzyk, uzyn, uzyn kese çyzyk
― çyzyk, kese çyzyk, tire, zolak
・ aýyrgyç nokat, katakana, katakana ortaky nokat, nokatlar, orta nokat
, otur
، arapça, arapça otur belgisi, otur
、 ideografik, ideografik otur belgisi, otur
; nokatly otur
؛ arapça, arapça nokatly otur, nokatly otur
: iki nokat
! bah, ýüzlenme, ýüzlenme alamaty, ýüzlenme belgisi
¡ bah, ters, ters ýüzlenme belgisi, ýüzlenme, ýüzlenme belgisi, ýüzlenme nyşany
? sorag, sorag alamaty
¿ sorag, sorag belgisi, ters, ters sorag belgisi
؟ arapça, arapça sorag belgisi, sorag, sorag belgisi
‽ interabang, interrobang
. dot, nokat, toçka
… köp nokat, nokatlar, üç nokat
。 ideografik, nokat, toçka
· interpunkt, midot, nokta, orta
' apostrof, dik apostrof, goşa dyrnak, ýeke dyrnak
‘ akylly dyrnak, apostrof, bir dyrnak, çep apostrof, goşa dyrnak
’ akylly dyrnak, apostrof, bir dyrnak, goşa dyrnak, sag apostrof
‚ apostrof, aşakda sagdan apostrof, aşakdan goşa dyrnak, goşa dyrnak
“ akylly goşa dyrnak, çepden goşa dyrnak, dyrnak, goşa dyrnak, goşa dyrnakda
” akylly goşa dyrnak, dyrnak, goşa dyrnak, goşa dyrnakda, sagdan goşa dyrnak
„ akylly goşa dyrnak, aşakda sagdan goşa dyrnak, aşakdan goşa dyrnak, dyrnak, goşa dyrnak, goşa dyrnakda
« burç, çep, çep goşa dyrnak, goşa burçly ýaý, goşa dyrnak, kareler, ýaýlar
» burç, goşa dyrnak, kareler, sag, sag goşa dyrnak, ýaý, ýaýlar
) parantez, parens, skobka, tegelek ýaý, ýaý, ýaýy ýapmak
[ çüňkli ýaý, inedördül ýaý, inedördül ýaýy açmak, ýaý
] çüňkli ýaý, inedördül ýaý, inedördül ýaýy ýapmak, ýaý
} figuraly skobka, ganatly ýaý, şekilli ýaý, şekilli ýaýy ýapmak, skobka, ýaý
〈 burçly ýaý, burçly ýaýy açmak, çüňkli ýaý, şewron, tuple, uçly ýaý, ýaý
〉 burçly ýaý, burçly ýaýy ýapmak, çüňkli ýaý, şewron, tuple, uçly ýaý, ýaý
《 burçly goşa ýaý, burçly goşa ýaýy açmak, ýaý
》 burçly goşa ýaý, burçly goşa ýaýy ýapmak, ýaý
「 bir burçly ýaý, bir burçly ýaýy açmak, ýaý
」 bir burçly ýaý, bir burçly ýaýy ýapmak, ýaý
『 içi boş bir burçly ýaý, içi boş bir burçly ýaýy açmak, ýaý
』 içi boş bir burçly ýaý, içi boş bir burçly ýaýy ýapmak, ýaý
【 burçly goýy ýaýy açmak, lentikulýar ýaý, linza ýaý, ýaý
】 burçly goýy ýaýy ýapmak, lentikulýar ýaý, linza ýaý, ýaý
〔 epinli ýaý, iki epinli ýaý, iki epinli ýaýy açmak, ýaý
〕 epinli ýaý, iki epinli ýaý, iki epinli ýaýy ýapmak, ýaý
〖 içi boş burçly ýaý, içi boş burçly ýaýy açmak, içi boş lentikulýar ýaý, ýaý
〗 içi boş burçly ýaý, içi boş burçly ýaýy ýapmak, içi boş lentikulýar ýaý, ýaý
§ bölek, bölme, bölüm, bölüm nyşany, paragraf
¶ abzas, abzas belgisi, alinea, paragraf
@ ampersat, arobeýz, arroba, it belgisi, itjagaz belgisi, ştrudel, täjirçilikde it belgisi
* ýyldyz, ýyldyzjyk, žoker
/ gyşyk, sleş, urgy, wäk, ýapgyt, ýapgyt çyzyk, zarba
\ ters sleş, ters ýapgyt çyzyk, wäk
& ampersant, i, we
# funt, gözenek, gözenek belgisi, gözenek tagma, lb, san
% göterim, prosent
‰ bir millionda, millionda, promil, promill
† çykgyt, çykgyt nyşany, obelýus, salgylanyş
‡ çykgyt, goşa, goşa çykgyt nyşany, obelýus, salgylanyş
• nokat, seçme
‧ defis, kese çyzyk, nokat, ortada nokat
′ ştrih, ýeke dyrnak
″ goşa dyrnak, ýeke dyrnak
‴ üç dyrnak, ýeke dyrnak
‸ derejä göterme
※ çykgyt belgisi
⁂ ýyldyzçylyk, ýyldyzlar
` äheň, basym, grawis, grawis belgisi
´ äheň, basym, ýiti
^ barlag, basym, görkezgiç, iksor belgisi, kareta, kuwwat, pahna, papak, şewron, sirkumfleks, sirkumfleks belgisi
¨ diarezis, trema, umlaut
° dereje, sagat, subut
℗ awtorlyk hukugy, ses, ses ýazgysy awtorlyk hukugy, ýazdyrmak
← çep, çepe görkezýän ok, ok
↚ çep ok
→ ok, sag, sagy görkezýän ok
↛ sag ok
↑ ok, ýokaryk, ýokaryk görkezýän ok
↓ aşak, aşak görkezýän ok, ok
↜ çep tolkun oky
↝ sag tolkun oky
↞ çep tarapda iki kelleli ok
↟ ýokarky iki kelleli ok
↠ sag tarapda iki kelleli ok
↡ aşaky iki kelleli ol
↢ çep ok guýrugy
↣ sag ok guýrugy
↤ çyzykdan çep ok
↥ çyzykdan ýokary ok
↦ çyzykdan sag ok
↧ çyyzkdan aşaky ok
↨ esasy ok bilen aşak
↫ çep aýlawly ok
↬ sag aýlawly ok
↭ çep-sag tolkunly oky
