{ բացող ձեւավոր փակագիծ, ձեւավոր փակագիծ, փակագիծ
🏻 բաց գույնի մաշկ, մաշկի գույն, տիպ 1–2
🏼 մաշկի գույն, միջին բաց գույնի մաշկ, տիպ 3
🏽 մաշկի գույն, միջին գույնի մաշկ, տիպ 4
🏾 մաշկի գույն, միջին մուգ գույնի մաշկ, տիպ 5
🏿 մաշկի գույն, մուգ գույնի մաշկ, տիպ 6
‾ վերգիծ, վերնագիծ
_ գիծ, գծիկ, ենթագիծ, ընդգիծ, ցածր գծիկ
- գծիկ, եթամնա, ենթամնա-մինուս, մինուս
‐ գծիկ, ենթամնա
– գծիկ, միջին գծիկ
— գծիկ, երկար գծիկ
― գծիկ, հորիզոնական ձող, ձող
・ կատականա, կատականայի միջակետ, միջակետ
, ստորակետ
، արաբական, ստորակետ
、 գաղափարագիր ստորակետ, գաղափարագրային, ստորակետ
; կետ-ստորակետ
؛ արաբական, կետ-ստորակետ
: վերջակետ
! բացականչության կետ, բացականչության նշան, բացականչություն, հարված
¡ exclamation point, inverted, բացականչության նշան, բացականչություն, հարված, շրջված բացականչության նշան
? հարց, հարցի նշան
¿ հարց, հարցի նշան, շրջված, շրջված հարցի նշան
؟ արաբական, արաբական հարցի նշան, հարց, հարցի նշան
‽ հարցաշեշտ
. կետ, միջակետ
… բազմակետ, կախման կետ, կետեր
。 գաղափարագրային, կետ, վերջակետ
· կետ, միջին, միջկետ, միջնակետ
' ապաթարց, գրամեքենայի ապաթարց, միակի չակերտ, չակերտ
‘ ապաթարց, խելացի չակերտ, ձախ ապաթարց, միակի չակերտ, չակերտ
’ ապաթարց, աջ ապաթարց, խելացի չակերտ, միակի չակերտ, չակերտ
‚ ապաթարց, ներքեւի աջ ապաթարց, ներքեւի չակերտ, չակերտ
“ խելացի չակերտ, կրկնակի չակերտ, ձախ չակերտի նշան, մեջբերում, չակերտ
” աջ չակերտի նշան, խելացի չակերտ, կրկնակի չակերտ, մեջբերում, չակերտ
„ խելացի չակերտ, կրկնակի չակերտ, մեջբերում, ներքեւի աջ չակերտի նշան, ներքեւի չակերտ, չակերտ
« անկյունաձև, ձախ, չակերտ, պիպ, տանիք, փակագիծ
» անկյունաձև, աջ, չակերտ, պիպ, տանիք, փակագիծ
) կլոր փակագիծ, փակագիծ, փակող փակագիծ
[ բացող քառակուսի փակագիծ, փակագիծ, քառակուսի փակագիծ
] փակագիծ, փակող քառակուսի փակագիծ, քառակուսի փակագիծ
} ձեւավոր փակագիծ, փակագիծ, փակող ձեւավոր փակագիծ
〈 անկյունաձեւ փակագիծ, բացող անկյունաձեւ փակագիծ, փակագիծ
〉 անկյունաձեւ փակագիծ, փակագիծ, փակող անկյունաձեւ փակագիծ
《 բացող կրկնակի անկյունաձեւ փակագիծ, կրկնակի անկյունաձեւ փակագիծ, փակագիծ
》 կրկնակի անկյունաձեւ փակագիծ, փակագիծ, փակող կրկնակի անկյունաձեւ փակագիծ
「 անկյունային փակագիծ, բացող անկյունային փակագիծ, փակագիծ
」 անկյունային փակագիծ, փակագիծ, փակող անկյունային փակագիծ
『 բացող սնամեջ անկյունային փակագիծ, սնամեջ անկյունային փակագիծ, փակագիծ
』 սնամեջ անկյունային փակագիծ, փակագիծ, փակող սնամեջ անկյունային փակագիծ
【 բացող սեւ ոսպնյակաձեւ փակագիծ, սեւ ոսպնյակաձեւ փակագիծ, փակագիծ
】 սեւ ոսպնյակաձեւ փակագիծ, փակագիծ, փակող սեւ ոսպնյակաձեւ փակագիծ
〔 բացող կրիայաձեւ փակագիծ, կրիայաձեւ փակագիծ, փակագիծ
〕 կրիայաձեւ փակագիծ, փակագիծ, փակող կրիայաձեւ փակագիծ
〖 բացող սնամեջ ոսպնյակաձեւ փակագիծ, սնամեջ ոսպնյակաձեւ փակագիծ, փակագիծ
〗 սնամեջ ոսպնյակաձեւ փակագիծ, փակագիծ, փակող սնամեջ ոսպնյակաձեւ փակագիծ
§ հատված, մաս, պարբերանիշ, պարբերություն
¶ պարբերության նշան, պարբերություն
@ at-ի նշան, աառեւտրային at, ըթ, ըթ-ի նշան, կապիկ, շնիկ
* աստղ, աստղանիշ, էջատակ, հղում, տեղադրման նշան
/ գիծ, թեք, կտորակ, շեղ
\ հակառակ կոտորակ, հետշեղ
& ամպերսանդ, եւ, և
