{ άγκιστρο, αριστερό άγκιστρο
🏻 fitzpatrick, ανοιχτόχρωμος τόνος δέρματος, τόνος δέρματος, τύπου 1–2
🏼 fitzpatrick, μεσαίος-ανοιχτόχρωμος τόνος δέρματος, τόνος δέρματος, τύπου 3
🏽 fitzpatrick, μεσαίος τόνος δέρματος, τόνος δέρματος, τύπου 4
🏾 fitzpatrick, μεσαίος-σκούρος τόνος δέρματος, τόνος δέρματος, τύπου 5
🏿 fitzpatrick, σκούρος τόνος δέρματος, τόνος δέρματος, τύπου 6
‾ επάνω γραμμή
_ κάτω γραμμή
- ενωτικό, ενωτικό-πλην, μείον, παύλα, πλην
‐ ενωτικό, παύλα
– μικρή, παύλα
— μεγάλη, παύλα
― γραμμή, οριζόντια παύλα, παύλα
・ άνω τελεία, κατακάνα, κατακάνα άνω τελεία, μέση στιγμή, τελείες
, κόμμα
، αραβικό, κόμμα
、 ιδεογραφικό, κόμμα
; ελληνικό ερωτηματικό
؛ άνω τελεία, αραβική, αραβική άνω τελεία
: άνω και κάτω τελεία, άνω κάτω τελεία
! αναφώνηση, θαυμαστικό, μπανγκ
¡ ανάποδο, αναφώνηση, επιφώνημα, θαυμαστικό, μπουμ
? ερώτηση, λατινικό ερωτηματικό
¿ ανάποδο, ανάποδο λατινικό ερωτηματικό, ερώτηση, λατινικό ερωτηματικό
؟ αραβικό, ερωτηματικό, ερώτηση
‽ ερωτηματικοθαυμαστικό
. τελεία
… αποσιωπητικά, παράλειψη, τελείες
。 ιδεογραφική, τελεία
· άνω τελεία, μέση, μέση στιγμή, τελεία, τελεία διαχωρισμού
' απόστροφος, εισαγωγικό, ίσια απόστροφος, μονό εισαγωγικό
‘ απόστροφος, αριστερή απόστροφος, εισαγωγικά, καλλιγραφικά εισαγωγικά, μονό εισαγωγικό
’ απόστροφος, δεξιά απόστροφος, εισαγωγικό, καλλιγραφικά εισαγωγικά, μονό εισαγωγικό
‚ απόστροφος, εισαγωγικό, κάτω δεξιά απόστροφος, κατωφερές εισαγωγικό
“ αριστερά εισαγωγικά, διπλό εισαγωγικό, εισαγωγικό, καλλιγραφικά εισαγωγικά, παράθεση
” δεξιά εισαγωγικά, διπλό εισαγωγικό, εισαγωγικό, καλλιγραφικά εισαγωγικά, παράθεση
