{ сол жақ фигуралық жақша
🏻 1–2 тері түсі, тері, түсі, Фицпатрик, эмодзи өзгертуші
🏼 3-тері түрі, тері, түсі, Фицпатрик, эмодзи өзгертуші
🏽 4-тері түсі, тері, түсі, Фицпатрик, эмодзи өзгертуші
🏾 5-тері түсі, тері, түсі, Фицпатрик, эмодзи өзгертуші
🏿 6-тері түсі, тері, түсі, Фицпатрик, эмодзи өзгертуші
‾ үстіңгі сызық
_ төмен сызық
- минус таңбасы
‐ дефис
– қысқа, сызықша
— сызықша, ұзын
― көлденең жолақ
・ катакана интерпункті
, үтір
، араб үтірі
、 идеографиялық үтір
; нүктелі үтір
؛ араб нүктелі үтірі
: қос нүкте
! лептік белгісі
¡ төңкерілген лептік белгісі
? сұрау белгісі
¿ төңкерілген сұрақ белгісі
؟ араб сұрақ белгісі
‽ интерробанг
. нүкте
… көп нүкте
。 идеографиялық нүкте
· интерпункт, нүкте, ортаңғы
' типографиялық апостроф
‘ сол жақ апостроф
’ оң апостроф
‚ төменгі оң апостроф
“ сол жақ тырнақша белгісі
” оң жақ тырнақша белгісі
„ төменгі оң жақ тырнақша белгісі
« бұрыш, дәйексөз, енгізу белгісі, жақшалар, сол жақ, сол жақ тырнақша, тырнақша
» бұрыш, дәйексөз, енгізу белгісі, жақшалар, оң жақ, оң жақ тырнақша, тырнақша
) оң жақша
[ сол жақ тік жақша
] оң жақ тік жақша
} оң жақ фигуралық жақша
〈 сол жақ бұрыштық жақша
〉 оң жақ бұрыштық жақша
《 сол жақ қосарлы бұрыштық жақша
》 оң жақ қосарлы бұрыштық жақша
「 сол жақ тік бұрышты жақша
」 оң жақ тік бұрышты жақша
『 сол жақ қосарлы тік бұрышты жақша
』 оң жақ қосарлы тік бұрышты жақша
【 қара түсті сол жақ дөңес жақша
】 қара түсті оң жақ дөңес жақша
〔 сол жақ қалың дөңгелек жақша
〕 оң жақ қалың дөңгелек жақша
〖 сол жақ тік бұрышты дөңес жақша
〗 оң жақ тік бұрышты дөңес жақша
§ бөлік, бөлім, параграф, параграф белгісі
¶ абзац белгісі
@ айқұлақ белгісі
* жұлдызша
/ қиғаш сызық
\ кері қиғаш сызық
& амперсанд
# тор белгісі
% пайыз
‰ промилле
† айқаршық, крест, сілтеме, сілтеме белгісі
‡ айқаршық, крест, қос, қос сілтеме белгісі, сілтеме
• жуан белгі, нүкте
‧ сөз тасымалдау нүктесі
′ штрих
″ қос штрих
‴ үш штрих
‸ карет
※ бақылау белгісі
⁂ үш жұлдызша
` қатаң екпін
´ акут екпін
^ түрленген екпін
¨ диереза
° дәлел, дәреже, сағат
℗ авторлық құқық, дыбыс, дыбыс жазу авторлық құқығы, жазу
← көрсеткі, сол, сол бағытты көрсеткі
↚ сол жақ көрсеткісі бар штрих
→ көрсеткі, оң, оң бағытты көрсеткі
↛ оң жақ көрсеткісі бар штрих
↑ жоғары, жоғары бағытты көрсеткі, көрсеткі
↓ көрсеткі, төмен, төмен бағытты көрсеткі
↜ сол жақ ирек көрсеткі
↝ оң жақ ирек көрсеткі
↞ қос басты сол жақ көрсеткі
↟ қос басты жоғары көрсеткі
↠ қос басты оң жақ көрсеткі
↡ қос басты төмен көрсеткі
↢ сол жақ құйрықты көрсеткі
↣ оң жақ құйрықты көрсеткі
↤ сызықшадан солға қарай бағытталған көрсеткі
↥ сызықшадан жоғары қарай бағытталған көрсеткі
↦ сызықшадан оңға қарай бағытталған көрсеткі
↧ сызықшадан төмен қарай бағытталған көрсеткі
↨ астында сызықшасы бар жоғары және төмен көрсеткі
↫ сол жақ ілмекті көрсеткі
↬ оң жақ ілмекті көрсеткі
↭ сол және оң жақ ирек көрсеткі
↯ төменге бағытталған иір көрсеткі
↰ басы жоғары және солға қарай бағытталған көрсеткі
↱ басы жоғары және оңға қарай бағытталған көрсеткі
↲ басы төмен және солға қарай бағытталған көрсеткі
↳ басы төмен және оңға қарай бағытталған көрсеткі
↴ оңға және төмен бағытталған бұрыштық көрсеткі
↵ төмен және солға бағытталған бұрыштық көрсеткі
↶ шеңбердің жоғарғы жарты бөлігі түріндегі сағат тіліне қарсы бағыттағы көрсеткі
↷ шеңбердің жоғарғы жарты бөлігі түріндегі сағат тілі бағытындағы көрсеткі
↸ үстінде ұзын сызықшасы бар солтүстік-батыс бағыттағы көрсеткі
↹ оң жағында сызықшасы бар оң жақ көрсеткінің үстіндегі сол жағында сызықшасы бар сол жақ көрсеткі
↺ сағат тіліне қарсы бағыттағы ашық шеңберлі көрсеткі
↻ сағат тілі бағытындағы ашық шеңберлі көрсеткі
↼ жоғарғы жағында кертігі бар сол жақ сүңгі
↽ төменгі жағында кертігі бар сол жақ сүңгі
↾ оң жағында кертігі бар жоғары сүңгі
↿ сол жағында кертігі бар жоғары сүңгі
⇀ жоғарғы жағында кертігі бар оң жақ сүңгі
⇁ төменгі жағында кертігі бар оң жақ сүңгі
⇂ оң жағында кертігі бар төмен сүңгі
⇃ сол жағында кертігі бар төмен сүңгі
⇄ сол жақ көрсеткінің үстіндегі оң жақ көрсеткі
⇅ жоғары, жоғары және төмен бағытты көрсеткілер, көрсеткі, төмен
⇆ оң бағытты көрсеткілер үстіндегі сол бағытты көрсеткілер
⇇ екі сол жақ көрсеткі
⇈ екі жоғары көрсеткі
⇉ екі оң жақ көрсеткі
⇊ екі төмен көрсеткі
⇋ оң жақ сүңгінің үстіндегі сол жақ сүңгі
⇌ сол жақ сүңгінің үстіндегі оң жақ сүңгі
⇐ сол жақ қосарлы көрсеткі
⇍ штрихі бар сол жақ қосарлы көрсеткі
⇑ жоғары қосарлы көрсеткі
⇒ оң жақ қосарлы көрсеткі
⇏ штрихі бар оң жақ қосарлы көрсеткі
⇓ төмен қосарлы көрсеткі
⇔ сол және оң жақ қосарлы көрсеткі
⇎ штрихі бар сол және оң жақ қосарлы көрсеткі
⇖ солтүстік-батыс бағыттағы қосарлы көрсеткі
⇗ солтүстік-шығыс бағыттағы қосарлы көрсеткі
⇘ оңтүстік-шығыс бағыттағы қосарлы көрсеткі
⇙ оңтүстік-батыс бағыттағы қосарлы көрсеткі
⇚ сол жақ үштік көрсеткі
⇛ оң жақ үштік көрсеткі
⇜ сол жақ иректелген көрсеткі
⇝ оң жақ иректелген көрсеткі
⇞ қосарлы штрихі бар жоғары көрсеткі
⇟ қосарлы штрихі бар төмен көрсеткі
⇠ сол жақ пунктирлі көрсеткі
⇡ жоғары пунктирлі көрсеткі
⇢ оң жақ пунктирлі көрсеткі
⇣ төмен пунктирлі көрсеткі
⇤ сол жағында сызықшасы бар сол жақ көрсеткі
⇥ оң жағында сызықшасы бар оң жақ көрсеткі
⇦ іші қуыс сол жақ көрсеткі
⇧ іші қуыс жоғары көрсеткі
⇨ іші қуыс оң жақ көрсеткі
⇩ іші қуыс төмен көрсеткі
⇪ іші қуыс жоғары пунктирлі көрсеткі
⇵ жоғары көрсеткінің сол жағындағы төмен көрсеткі
∀ барлығы үшін
∂ ішінара дифференциал
∃ бар
∅ бос жиын
∆ өсу, үшбұрыш
∇ набла, үшбұрыш
∈ жинақ, құрайды, мүшелік, элемент
∉ элемент емес
∋ мүшені қамтиды
∎ Q.E.D.
∏ n-ші көбейтінді
∑ n-ші қосынды
+ қосу таңбасы
± плюс-минус
÷ бөлу, бөлу белгісі, крестик
× көбейту, көбейту белгісі, рет
< кішірек
≮ кем емес
= тең
≠ тең емес
> үлкенірек
≯ үлкен емес
¬ теріске шығару
| тік сызық
~ тильда
− азайту таңбасы
⁻ минус, үстіңгі индекс, үстіңгі минус индексі
∓ минус немесе плюс
∕ бөлу қиғаш сызығы
⁄ бөлшек сызығы
∗ жұлдызша операторы
∘ сақина операторы
∙ нүкте операторы
√ иррационал, квадрат түбір, негіз, радикал, түбір, шаршы
∝ пропорционал
∞ шексіздік, шексіздік белгісі
∟ тік бұрыш
∠ бұрыш
∣ бөледі
∥ параллель
∧ логикалық &quot;және&quot;
∩ жинақ, қиылысу
∪ жинақ, одақ, топтама
∫ интеграл
∬ қос интеграл
∮ контурлы интеграл
∴ сондықтан
∵ себебі
∶ ара қатынас
∷ пропорция
∼ тильда операторы
∽ кері тильда
∾ кері жатық s
≃ асимптотикалық тең
≅ шамамен тең
≈ тең дерлік
≌ барлығы тең
≒ &quot;шамамен тең&quot; кескіні
≖ теңдік белгісінің ішіндегі сақина
≡ бірдей, дәл, үш
≣ қатаң эквивалентті
≤ кішірек немесе тең
≥ үлкенірек немесе тең
≦ кем немесе тең
≧ үлкен немесе тең
≪ әлдеқайда кем
≫ әлдеқайда үлкен
≬ аралығында
≳ үлкен немесе эквивалентті
≺ алдында келеді
≻ артында келеді
⊁ артында келмейді
⊂ жинақ, ішкі жинағы, ішкі жинақ
⊃ басты жиын
⊆ ішкі жиынға тең
⊇ басты жиынға тең
▲ жоғары, көрсеткі, толтырылған, толтырылған жоғары бағытталған үшбұрыш, үшбұрыш
▼ көрсеткі, толтырылған, толтырылған төмен бағытталған үшбұрыш, төмен, үшбұрыш
◊ ромб, ромб тәрізді, төрт бұрышты
○ бос шеңбер, дөңгелек, шеңбер
● толтырылған шеңбер, шеңбер
◯ дөңгелек, үлкен бос шеңбер, шеңбер
♪ сегізінші нота
