‾ उपरितन रेखा
‽ प्रश्न वाचक
‸ हंसपद चिन्ह
⁂ त्रि तारक चिह्न
¬ नकार:
| ऊर्ध्वाधर रेखा
~ समरुप
≥ बृहत् व समतुल्य
