𑬀 Devanagari Head Mark
𑬁 Devanagari Head Mark With Headstroke
𑬂 Devanagari Sign Bhale
𑬃 Devanagari Sign Bhale With Hook
𑬄 Devanagari Sign Extended Bhale
𑬅 Devanagari Sign Extended Bhale With Hook
𑬆 Devanagari Sign Western Five-Like Bhale
𑬇 Devanagari Sign Western Nine-Like Bhale
𑬈 Devanagari Sign Reversed Nine-Like Bhale
𑬉 Devanagari Sign Mindu
𑬊 Devanagari Letter Alternate Ddda
